epoch,accuracy,learning_rate,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.06700167804956436,0.0010000000474974513,3.4295899868011475,0.1675041913986206,0.26465660333633423,0.18000000715255737,3.2420172691345215,0.3199999928474426,0.3799999952316284
