epoch,accuracy,learning_rate,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.07872696965932846,0.0010000000474974513,3.3727569580078125,0.19765494763851166,0.30485761165618896,0.14000000059604645,3.189234972000122,0.36000001430511475,0.4399999976158142
