epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.037837836891412735,10.212936401367188,0.11216216534376144,0.17972972989082336,0.05263157933950424,8.901979446411133,0.2631579041481018,0.34210526943206787
1,0.05135134980082512,8.139667510986328,0.16081081330776215,0.23648647964000702,0.0,7.234807968139648,0.21052631735801697,0.3947368562221527
2,0.09594594687223434,6.72073221206665,0.20540539920330048,0.32972973585128784,0.02631578966975212,6.007148265838623,0.34210526943206787,0.5526315569877625
3,0.08243243396282196,5.740937232971191,0.272972971200943,0.39054054021835327,0.1315789520740509,5.1753058433532715,0.34210526943206787,0.5263158082962036
4,0.1364864856004715,5.001640796661377,0.33243241906166077,0.4837837815284729,0.28947368264198303,4.439780235290527,0.5526315569877625,0.6052631735801697
5,0.13513512909412384,4.5050153732299805,0.3635134994983673,0.5364865064620972,0.2368421107530594,3.9026689529418945,0.44736841320991516,0.7894737124443054
6,0.1783783733844757,4.00889778137207,0.4581080973148346,0.6256756782531738,0.2631579041481018,3.712238073348999,0.44736841320991516,0.7105262875556946
7,0.20675675570964813,3.7833495140075684,0.49864864349365234,0.6905405521392822,0.28947368264198303,3.5090372562408447,0.5789473652839661,0.7368420958518982
8,0.20945945382118225,3.6198246479034424,0.5094594359397888,0.7094594836235046,0.44736841320991516,3.205230236053467,0.6842105388641357,0.8684210777282715
9,0.21216216683387756,3.3811817169189453,0.5567567348480225,0.7608107924461365,0.3947368562221527,3.0426173210144043,0.6578947305679321,0.8947368264198303
10,0.25540539622306824,3.2212655544281006,0.6310811042785645,0.8310810923576355,0.2631579041481018,3.0901906490325928,0.7105262875556946,0.8421052694320679
11,0.2797297239303589,3.187965154647827,0.591891884803772,0.8081080913543701,0.3684210479259491,3.020411729812622,0.7105262875556946,0.8684210777282715
12,0.29729729890823364,3.019627809524536,0.6594594717025757,0.8513513803482056,0.42105263471603394,2.778585195541382,0.8157894611358643,0.8947368264198303
13,0.3094594478607178,2.9355411529541016,0.6878378391265869,0.8716216087341309,0.4736842215061188,2.7032809257507324,0.7894737124443054,0.8947368264198303
14,0.32297298312187195,2.8275763988494873,0.7432432174682617,0.9013513326644897,0.5263158082962036,2.6205689907073975,0.8684210777282715,0.9210526347160339
15,0.3351351320743561,2.7603113651275635,0.7648648619651794,0.9216216206550598,0.5,2.5735156536102295,0.8421052694320679,0.9473684430122375
16,0.37837839126586914,2.6887876987457275,0.791891872882843,0.9283784031867981,0.44736841320991516,2.5633256435394287,0.8157894611358643,0.9473684430122375
17,0.4148648679256439,2.6229135990142822,0.8175675868988037,0.949999988079071,0.42105263471603394,2.5361058712005615,0.8157894611358643,0.9210526347160339
18,0.4027026891708374,2.605863571166992,0.820270299911499,0.9189189076423645,0.4736842215061188,2.484766960144043,0.8157894611358643,0.9210526347160339
19,0.39729729294776917,2.6056394577026367,0.8297297358512878,0.9554054141044617,0.34210526943206787,2.407118320465088,0.8684210777282715,0.9473684430122375
20,0.4513513445854187,2.4866576194763184,0.8716216087341309,0.9594594836235046,0.6842105388641357,2.1134345531463623,0.9473684430122375,0.9473684430122375
21,0.5310810804367065,2.325579881668091,0.9270270466804504,0.9797297120094299,0.6052631735801697,2.1550228595733643,0.8947368264198303,1.0
22,0.4472973048686981,2.593013048171997,0.8189189434051514,0.9378378391265869,0.44736841320991516,2.8868918418884277,0.7631579041481018,0.8684210777282715
23,0.4378378391265869,2.6484174728393555,0.8297297358512878,0.9310810565948486,0.5789473652839661,2.439049482345581,0.8684210777282715,0.8947368264198303
24,0.4635135233402252,2.490755558013916,0.8594594597816467,0.9621621370315552,0.5,2.509883165359497,0.8947368264198303,0.9473684430122375
25,0.4675675630569458,2.4380314350128174,0.883783757686615,0.9621621370315552,0.6315789222717285,2.2793281078338623,0.8947368264198303,0.9736841917037964
26,0.5635135173797607,2.2639143466949463,0.9229729771614075,0.9783783555030823,0.6315789222717285,2.027975082397461,0.9736841917037964,1.0
27,0.5391891598701477,2.2714242935180664,0.9310810565948486,0.9743243455886841,0.6315789222717285,2.0747153759002686,0.9736841917037964,1.0
28,0.5229730010032654,2.321866035461426,0.8932432532310486,0.9702702760696411,0.5789473652839661,2.192561149597168,0.8421052694320679,0.9473684430122375
29,0.541891872882843,2.2848684787750244,0.8999999761581421,0.9675675630569458,0.6578947305679321,2.1007847785949707,0.9473684430122375,0.9736841917037964
30,0.6040540337562561,2.1711859703063965,0.9459459185600281,0.9891892075538635,0.7105262875556946,2.024388313293457,0.9210526347160339,0.9736841917037964
31,0.5675675868988037,2.1699154376983643,0.933783769607544,0.9864864945411682,0.6315789222717285,1.970237135887146,0.9473684430122375,1.0
32,0.637837827205658,2.0724616050720215,0.9621621370315552,0.9878378510475159,0.6315789222717285,2.069058895111084,0.8684210777282715,0.9473684430122375
33,0.6459459662437439,2.0522170066833496,0.954054057598114,0.9918919205665588,0.8157894611358643,1.8591634035110474,0.9473684430122375,1.0
34,0.6324324607849121,2.0891706943511963,0.9486486315727234,0.9837837815284729,0.7105262875556946,2.0113296508789062,0.9210526347160339,0.9473684430122375
35,0.6283783912658691,2.100855588912964,0.9405405521392822,0.9864864945411682,0.5789473652839661,2.0961155891418457,0.8947368264198303,0.9736841917037964
36,0.6391891837120056,2.043665885925293,0.9608108401298523,0.9905405640602112,0.7368420958518982,1.849942684173584,0.9473684430122375,1.0
37,0.679729700088501,2.018794298171997,0.9716216325759888,0.9918919205665588,0.6842105388641357,1.953657865524292,0.8947368264198303,1.0
38,0.6567567586898804,2.0011894702911377,0.9648648500442505,0.9945945739746094,0.7368420958518982,1.8428300619125366,0.9473684430122375,1.0
39,0.6662161946296692,1.9914159774780273,0.9554054141044617,0.9864864945411682,0.7894737124443054,1.7908397912979126,0.9473684430122375,1.0
40,0.679729700088501,1.9799199104309082,0.958108127117157,0.9878378510475159,0.8157894611358643,1.7709920406341553,0.9210526347160339,1.0
41,0.6918919086456299,1.9609012603759766,0.9567567706108093,0.9905405640602112,0.7368420958518982,1.8479247093200684,0.9473684430122375,0.9736841917037964
42,0.6527026891708374,1.9908473491668701,0.9608108401298523,0.9864864945411682,0.7894737124443054,1.839280605316162,0.9210526347160339,0.9473684430122375
43,0.6662161946296692,1.9664618968963623,0.9770269989967346,0.995945930480957,0.7631579041481018,1.8216478824615479,0.9210526347160339,0.9736841917037964
44,0.7270269989967346,1.8647186756134033,0.9756757020950317,0.9945945739746094,0.7368420958518982,1.7390999794006348,0.9736841917037964,0.9736841917037964
45,0.7108108401298523,1.9155906438827515,0.9770269989967346,0.9932432174682617,0.6842105388641357,1.918543815612793,0.9210526347160339,0.9736841917037964
46,0.6864864826202393,1.9633803367614746,0.9513513445854187,0.9864864945411682,0.6315789222717285,2.0937366485595703,0.8684210777282715,0.9473684430122375
47,0.6945946216583252,1.9180840253829956,0.954054057598114,0.9891892075538635,0.7631579041481018,1.7431379556655884,0.9473684430122375,1.0
48,0.7067567706108093,1.9042001962661743,0.9635134935379028,0.9891892075538635,0.6842105388641357,1.7692830562591553,0.9210526347160339,0.9736841917037964
49,0.7283783555030823,1.8466134071350098,0.9797297120094299,0.9945945739746094,0.7105262875556946,1.808937907218933,0.9210526347160339,0.9736841917037964
50,0.745945930480957,1.8065658807754517,0.9702702760696411,0.995945930480957,0.7105262875556946,1.8059276342391968,0.9736841917037964,1.0
51,0.7189189195632935,1.8605979681015015,0.9729729890823364,0.9905405640602112,0.6842105388641357,1.8983932733535767,0.9210526347160339,1.0
52,0.7418919205665588,1.8207513093948364,0.9824324250221252,0.9918919205665588,0.6842105388641357,1.7921184301376343,0.9736841917037964,1.0
53,0.7891891598701477,1.7893385887145996,0.9810810685157776,0.995945930480957,0.7894737124443054,1.7204933166503906,0.9210526347160339,0.9736841917037964
54,0.7608107924461365,1.8192988634109497,0.9797297120094299,0.9986486434936523,0.7894737124443054,1.7156401872634888,0.9736841917037964,1.0
55,0.7648648619651794,1.7957607507705688,0.9851351380348206,0.9932432174682617,0.7105262875556946,2.025517225265503,0.9210526347160339,0.9473684430122375
56,0.754054069519043,1.824635624885559,0.9729729890823364,0.995945930480957,0.6842105388641357,1.8910818099975586,0.9210526347160339,0.9473684430122375
57,0.7189189195632935,1.8925201892852783,0.958108127117157,0.9864864945411682,0.7894737124443054,1.7814041376113892,0.9473684430122375,0.9736841917037964
58,0.745945930480957,1.8774539232254028,0.9648648500442505,0.9891892075538635,0.8421052694320679,1.7501487731933594,0.9473684430122375,0.9736841917037964
59,0.7662162184715271,1.8064759969711304,0.9756757020950317,0.995945930480957,0.8157894611358643,1.7032490968704224,0.9473684430122375,1.0
60,0.7986486554145813,1.7153944969177246,0.9810810685157776,0.9905405640602112,0.7894737124443054,1.7006275653839111,0.9736841917037964,0.9736841917037964
61,0.8081080913543701,1.7182109355926514,0.9729729890823364,0.995945930480957,0.7368420958518982,1.7063980102539062,0.9473684430122375,1.0
62,0.7972972989082336,1.7111437320709229,0.9797297120094299,0.9945945739746094,0.8421052694320679,1.6409826278686523,0.9736841917037964,1.0
63,0.7716216444969177,1.7110213041305542,0.9878378510475159,0.995945930480957,0.7631579041481018,1.7270557880401611,0.9473684430122375,0.9736841917037964
64,0.800000011920929,1.7139549255371094,0.9851351380348206,0.9986486434936523,0.8157894611358643,1.6601166725158691,0.9736841917037964,1.0
65,0.7972972989082336,1.7209593057632446,0.9783783555030823,0.995945930480957,0.7894737124443054,1.6034879684448242,0.9736841917037964,1.0
66,0.7837837934494019,1.7107906341552734,0.9824324250221252,0.9945945739746094,0.7631579041481018,1.6613329648971558,0.9210526347160339,0.9473684430122375
67,0.791891872882843,1.698109745979309,0.9770269989967346,0.9932432174682617,0.7894737124443054,1.7883304357528687,0.8947368264198303,0.9473684430122375
68,0.7932432293891907,1.6846463680267334,0.9837837815284729,0.9932432174682617,0.7368420958518982,1.9117399454116821,0.9210526347160339,0.9736841917037964
69,0.7851351499557495,1.7237038612365723,0.9797297120094299,0.9878378510475159,0.7894737124443054,1.8106279373168945,0.9210526347160339,0.9736841917037964
70,0.795945942401886,1.7380014657974243,0.9743243455886841,0.9945945739746094,0.7894737124443054,1.6601642370224,0.9736841917037964,0.9736841917037964
71,0.816216230392456,1.690455436706543,0.9878378510475159,0.9986486434936523,0.8157894611358643,1.7302439212799072,0.8947368264198303,0.9736841917037964
72,0.800000011920929,1.705672264099121,0.9891892075538635,0.9972972869873047,0.7631579041481018,1.6697206497192383,0.9736841917037964,0.9736841917037964
73,0.7689189314842224,1.8155786991119385,0.9729729890823364,0.9878378510475159,0.7368420958518982,1.883631706237793,0.9210526347160339,0.9210526347160339
74,0.7689189314842224,1.8118538856506348,0.9837837815284729,0.9945945739746094,0.7631579041481018,1.8147045373916626,0.9210526347160339,1.0
75,0.8067567348480225,1.7455633878707886,0.9797297120094299,0.9905405640602112,0.7631579041481018,1.8104462623596191,0.9210526347160339,0.9473684430122375
