epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
34,0.9932998418807983,0.7490914463996887,1.0,1.0,0.9599999785423279,0.8125889301300049,0.9800000190734863,1.0
35,1.0,0.7270911931991577,1.0,1.0,0.9599999785423279,0.8157994747161865,0.9800000190734863,1.0
36,1.0,0.7308315634727478,1.0,1.0,0.9399999976158142,0.8989026546478271,0.9800000190734863,1.0
37,1.0,0.7301482558250427,1.0,1.0,0.9399999976158142,0.8745620846748352,0.9800000190734863,1.0
38,1.0,0.7348206043243408,1.0,1.0,0.9800000190734863,0.772975742816925,0.9800000190734863,1.0
39,1.0,0.7233940958976746,1.0,1.0,0.9599999785423279,0.8265188336372375,0.9800000190734863,1.0
40,0.9932998418807983,0.7318911552429199,1.0,1.0,0.9800000190734863,0.7612105011940002,1.0,1.0
41,0.9949748516082764,0.7321574091911316,1.0,1.0,0.9200000166893005,0.826253354549408,1.0,1.0
42,0.9983249306678772,0.741880476474762,0.9983249306678772,0.9983249306678772,0.9200000166893005,0.8605707287788391,1.0,1.0
43,1.0,0.7239395380020142,1.0,1.0,0.9800000190734863,0.8092389702796936,1.0,1.0
44,0.9983249306678772,0.7263128757476807,1.0,1.0,0.9800000190734863,0.7504174113273621,1.0,1.0
45,1.0,0.7160326838493347,1.0,1.0,0.9800000190734863,0.7444280385971069,1.0,1.0
46,0.9983249306678772,0.7251667380332947,1.0,1.0,0.9599999785423279,0.7626854777336121,1.0,1.0
47,0.9765493869781494,0.8026387095451355,0.9949748516082764,0.9983249306678772,0.8600000143051147,0.9955820441246033,0.9599999785423279,1.0
48,0.9832496047019958,0.7819992303848267,1.0,1.0,0.8999999761581421,0.9544806480407715,0.9800000190734863,1.0
49,0.9832496047019958,0.7949529886245728,1.0,1.0,0.8999999761581421,1.0023211240768433,0.9599999785423279,1.0
50,0.9782244563102722,0.7829827070236206,1.0,1.0,0.8999999761581421,0.9230768084526062,0.9800000190734863,1.0
51,0.9899497628211975,0.7726373076438904,0.9983249306678772,1.0,0.8799999952316284,0.9905803799629211,0.9800000190734863,0.9800000190734863
52,0.9849246144294739,0.7905565500259399,0.9983249306678772,1.0,0.8399999737739563,1.0965259075164795,0.9800000190734863,0.9800000190734863
53,0.9966499209403992,0.7423346042633057,1.0,1.0,0.8799999952316284,1.0865638256072998,0.9800000190734863,1.0
54,1.0,0.7406876683235168,1.0,1.0,0.9200000166893005,0.9209937453269958,0.9800000190734863,1.0
55,0.9949748516082764,0.7440366744995117,1.0,1.0,0.9599999785423279,0.8524010181427002,0.9800000190734863,0.9800000190734863
56,0.9966499209403992,0.7369544506072998,1.0,1.0,0.8999999761581421,0.904623806476593,1.0,1.0
57,1.0,0.723143458366394,1.0,1.0,0.9200000166893005,0.9609649181365967,0.9800000190734863,0.9800000190734863
58,0.9983249306678772,0.7229520678520203,1.0,1.0,0.9399999976158142,0.8496956825256348,0.9599999785423279,0.9800000190734863
59,1.0,0.7132815718650818,1.0,1.0,0.9599999785423279,0.8115136623382568,0.9800000190734863,1.0
60,0.9983249306678772,0.7255492806434631,1.0,1.0,0.9399999976158142,0.8413912057876587,0.9800000190734863,1.0
