epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.06365159153938293,3.4677488803863525,0.17085427045822144,0.2529313266277313,0.11999999731779099,3.165238380432129,0.25999999046325684,0.4000000059604645
1,0.22278057038784027,2.8766913414001465,0.4757118821144104,0.6314907670021057,0.30000001192092896,2.362164258956909,0.6000000238418579,0.8799999952316284
2,0.3819095492362976,2.1808764934539795,0.7219430208206177,0.8458961248397827,0.30000001192092896,2.4388437271118164,0.5799999833106995,0.800000011920929
3,0.4991624653339386,1.8943525552749634,0.8123953342437744,0.9346733689308167,0.5,1.9836982488632202,0.8199999928474426,0.8999999761581421
4,0.6365159153938293,1.5783244371414185,0.9112227559089661,0.9748743772506714,0.5,1.8375667333602905,0.8600000143051147,0.8999999761581421
5,0.7604690194129944,1.3208404779434204,0.9681742191314697,0.9932998418807983,0.6800000071525574,1.5733250379562378,0.8799999952316284,0.9399999976158142
6,0.7839195728302002,1.3005751371383667,0.9715242981910706,0.9882746934890747,0.7200000286102295,1.3346980810165405,0.9800000190734863,1.0
7,0.8157454133033752,1.1755813360214233,0.979899525642395,0.9916247725486755,0.800000011920929,1.2831372022628784,0.9399999976158142,0.9800000190734863
8,0.8978224396705627,1.026266098022461,0.9949748516082764,0.9983249306678772,0.7799999713897705,1.197231411933899,0.9599999785423279,1.0
9,0.9128978252410889,1.0116236209869385,0.9865996837615967,0.9949748516082764,0.8199999928474426,1.1676613092422485,0.9599999785423279,1.0
10,0.9447236061096191,0.9204793572425842,0.9983249306678772,1.0,0.8799999952316284,1.0592244863510132,0.9599999785423279,0.9800000190734863
11,0.9597989916801453,0.8952409625053406,0.9949748516082764,1.0,0.8399999737739563,1.1163212060928345,0.9800000190734863,1.0
12,0.9681742191314697,0.8493629693984985,0.9983249306678772,1.0,0.8600000143051147,1.0565903186798096,0.9800000190734863,1.0
13,0.9681742191314697,0.857001781463623,0.9966499209403992,1.0,0.6800000071525574,1.3377506732940674,0.9399999976158142,1.0
14,0.9614740610122681,0.8643537163734436,0.9983249306678772,1.0,0.8199999928474426,1.0214931964874268,1.0,1.0
15,0.9832496047019958,0.8294934034347534,0.9983249306678772,1.0,0.8600000143051147,1.0588629245758057,0.9800000190734863,1.0
16,0.9731993079185486,0.8520622849464417,0.9966499209403992,0.9983249306678772,0.8600000143051147,1.1053509712219238,0.9800000190734863,0.9800000190734863
17,0.9832496047019958,0.8257720470428467,1.0,1.0,0.8799999952316284,0.9655702710151672,1.0,1.0
18,0.9849246144294739,0.8393629789352417,0.9949748516082764,1.0,0.8999999761581421,0.9499223232269287,1.0,1.0
19,0.9865996837615967,0.7916848659515381,1.0,1.0,0.9599999785423279,0.8284478783607483,1.0,1.0
20,0.981574535369873,0.8017061948776245,1.0,1.0,0.9399999976158142,0.8649563789367676,1.0,1.0
21,0.9966499209403992,0.7682581543922424,1.0,1.0,0.9200000166893005,0.842034101486206,1.0,1.0
22,0.9983249306678772,0.7704019546508789,1.0,1.0,0.9599999785423279,0.8190661668777466,1.0,1.0
23,0.9832496047019958,0.8048553466796875,0.9966499209403992,0.9983249306678772,0.9200000166893005,0.9184396266937256,1.0,1.0
24,0.9748743772506714,0.8547003269195557,0.9983249306678772,1.0,0.8999999761581421,1.0240113735198975,0.9800000190734863,0.9800000190734863
25,0.9949748516082764,0.7880896329879761,1.0,1.0,0.9200000166893005,0.9332334995269775,0.9800000190734863,1.0
26,0.9949748516082764,0.7689682245254517,1.0,1.0,0.9200000166893005,0.8952578902244568,1.0,1.0
27,0.9916247725486755,0.7781894207000732,1.0,1.0,0.8999999761581421,0.9944435358047485,0.9800000190734863,0.9800000190734863
28,0.9916247725486755,0.8214588761329651,0.9983249306678772,1.0,0.9200000166893005,0.9253946542739868,0.9800000190734863,1.0
29,0.9865996837615967,0.7878312468528748,1.0,1.0,0.8799999952316284,0.9387304186820984,0.9800000190734863,1.0
30,0.9949748516082764,0.783689022064209,1.0,1.0,0.9200000166893005,0.9380750060081482,0.9800000190734863,1.0
31,0.9865996837615967,0.786352276802063,0.9966499209403992,0.9983249306678772,0.9200000166893005,0.8995142579078674,0.9800000190734863,1.0
32,0.9966499209403992,0.7517157196998596,1.0,1.0,0.9200000166893005,0.9184156060218811,1.0,1.0
33,0.9966499209403992,0.7485261559486389,1.0,1.0,0.9399999976158142,0.8343732953071594,1.0,1.0
